acct_num,card_num,card_type,customer_id
1132702376811250,5942-3233-2878-9672,Basic+,100090
6019890475972740,4242-392-9521-9991,Lux,100091
6397113793762210,9205-367-1938-2412,Miles,100093
6274675861011780,4382-3075-6369-7906,Lux,100094
5728152956410210,1416-3092-9797-5903,Basic,100094
1166417061429990,1048-585-4133-7517,Basic+,100095
2357136528220510,1798-5427-3901-6935,Basic,100097
7131751227497740,5185-7356-7057-7005,Basic,100098
7316431227409460,2050-9141-1798-7752,Lux,100099
8916017065267470,9345-6161-3886-8948,Gold Card,100099
6474303312927350,6214-8116-9935-2251,Miles,100099
9920507233235460,901-5810-7921-6436,Lux,100104
2096654136869190,3100-4782-7201-6935,Lux,100105
8254941116529610,3320-1042-8315-5962,Miles,100106
1205529899070770,6520-8416-4750-5700,Lux,100106
5095356931323210,3593-181-9561-7869,Gold Card,100109
5229781395528660,2857-1838-4732-9986,Premier,100109
265390947078942,7369-7168-6734-7982,Premier,100110
6583990953308690,8404-1940-7115-9877,Miles,100111
7977929447711920,2320-1362-8476-8821,Platinum,100112
8998623418848910,9980-1062-6822-3124,Premier,100112
5352589748882030,9744-6771-7591-7082,Basic,100113
8895902071943140,9838-2595-1532-8005,Miles,100119
2818215562191130,6238-214-454-7282,Platinum,100121
677422698502000,4219-4246-8658-1735,Lux,100121
9966804234953000,1025-718-8519-7764,Basic+,100123
9241193395409640,9126-5086-6712-5872,Miles,100124
5021567343401470,537-6046-1964-9603,Basic,100126
488989683265548,7584-331-8639-4174,Lux,100127
9420891011856510,993-8049-7443-8492,Basic,100133
4561842813446960,1870-4100-4134-9229,Lux,100134
945983637689686,6449-8042-7182-3431,Gold Card,100135
290169190135993,6418-8318-7602-1808,Basic+,100136
9522561289780470,6448-3518-8966-357,Miles,100137
6488287214181950,5510-7314-4986-503,Basic,100139
1013520405370990,6714-822-3525-6362,Lux,100141
2847292145812880,864-6078-6899-3795,Platinum,100141
3827439536884260,2714-9310-7491-2206,Platinum,100142
1733925054283370,7038-5326-1381-2766,Platinum,100143
5115236622491640,9526-9972-7725-2158,Basic,100144
2633063355591350,8038-1551-4003-1751,Lux,100144
276933299498670,9045-4803-6344-7348,Basic+,100145
7434420963770030,8531-7265-1141-2263,Basic,100146
77825576835379,4402-7870-8168-5817,Basic+,100148
7801360720200920,7655-7269-1958-1698,Basic+,100149
6413226789090480,8627-903-129-7346,Miles,100150
5216710791150170,6632-3354-3416-5392,Lux,100153
7280198600610490,3832-9313-7174-8038,Miles,100154
2987068311561400,4092-4114-3927-2263,Basic+,100156
7447634945399290,5515-3564-6638-5628,Basic,100156
1096037356308760,1128-1454-7631-100,Basic,100157
6475708741519990,8400-2083-161-1262,Basic+,100160
5232641870315380,5364-8329-4517-5724,Premier,100161
4783217476785350,9271-6080-1693-1411,Gold Card,100161
5444951531650080,3771-9941-104-8174,Gold Card,100163
4840318249919780,9012-3648-8767-4012,Lux,100164
2819310684870030,2111-3066-9361-8584,Lux,100165
9386450892539660,3019-4621-4362-3438,Miles,100168
2175650958188750,4718-5828-8857-8923,Platinum,100170
1038350825628070,292-1178-6171-282,Gold Card,100170
411660144151686,6416-7356-3293-1934,Basic+,100171
5408595443287350,4408-8613-8061-9967,Basic,100171
7884786099976280,6197-7429-1610-7281,Basic+,100175
3705176664400230,8132-243-9751-104,Lux,100176
9921051773737750,3268-4497-432-974,Basic,100177
968214880764490,6823-376-3756-8458,Lux,100178
2310950732927400,3343-1224-7863-3355,Basic+,100179
7608666872053210,6286-9026-9448-72,Basic,100180
8024760375927890,5331-8109-3692-1264,Basic,100183
2943788102597520,9151-3803-7613-961,Lux,100185
809923967225131,5279-6887-1346-4802,Lux,100187
9678037696503830,1181-9823-4975-311,Premier,100192
4025782461625790,6821-4658-6168-6341,Platinum,100193
7979012920648580,8602-1207-2850-1424,Premier,100194
6212656261812760,3531-636-4093-1659,Miles,100197
3221717317737350,9862-3864-7339-1780,Basic,100198
4827369034473920,5615-4978-66-3007,Gold Card,100200
5543191859520230,990-1155-6073-9914,Miles,100201
8721282423785060,5951-9591-104-2290,Basic,100202
5159669056228270,1357-7235-7953-1144,Basic+,100203
8268822104923600,3861-6204-2403-8999,Platinum,100205
8001929168936920,3434-2063-6738-7283,Basic,100206
2879762932984860,2792-4574-7442-8761,Basic,100207
469639437248096,2757-2250-690-5030,Lux,100208
3130249515256920,9381-8456-8898-3383,Basic,100210
8759127414845300,8002-4912-5542-9796,Lux,100210
3438481517384410,4345-3310-8313-2044,Platinum,100211
9488355973641200,7639-5644-387-7191,Miles,100212
6610368647665830,1239-7026-6083-4568,Lux,100212
8470952679471930,1633-8542-7547-9324,Platinum,100215
2914756507985630,1412-2374-1312-6750,Premier,100217
3417991013713460,3401-1577-778-3664,Basic+,100220
9421587959835090,4644-6130-9540-2191,Basic+,100221
966433426637130,1299-8599-8713-5699,Basic,100222
5788787288244130,4373-2361-409-8097,Miles,100222
5899256415980650,2405-1826-7553-1868,Lux,100225
3341555569150690,2671-324-3230-3125,Miles,100225
8785360797411760,9541-4315-6017-1945,Lux,100226
7236186695512010,9283-5103-7465-7423,Basic,100227
4094718547676430,6021-6147-9109-7306,Lux,100227
980307308706422,4606-933-5707-4156,Basic+,100228
4780533892462220,7736-5289-1962-3039,Miles,100229
8356082639856690,7628-4328-9581-7811,Miles,100230
9071125142083000,2746-9709-4146-7084,Lux,100231
9888285893728860,8368-8790-6044-3391,Lux,100232
1153784158941250,387-8323-5071-411,Basic,100233
1497358397522450,9029-3947-6773-116,Miles,100233
504736333731882,6390-2296-6664-4523,Basic+,100234
6845481287083810,1383-6234-8314-7226,Basic+,100237
9079560219522570,9208-6255-7790-4806,Miles,100238
2402691210414550,8128-9055-7221-7577,Lux,100239
3878625843138840,2773-1028-3439-6507,Premier,100239
1076358293311280,6228-4227-9264-299,Gold Card,100239
1164359148920410,7844-3475-7433-2797,Basic,100241
8913414280007220,755-7785-3626-5746,Premier,100243
1186882882221310,2262-6393-2957-3746,Miles,100243
1074826269626880,7100-4840-5094-8627,Premier,100245
7504689405253320,4744-2798-1100-848,Basic,100246
9520938742592740,2996-4339-1736-6397,Miles,100247
6036524866144210,6886-2709-4173-4756,Gold Card,100248
447600491479011,2687-5824-7505-8983,Lux,100248
6739328503843150,6434-9980-7512-3745,Basic+,100250
6051456754859610,3416-5602-3606-9209,Gold Card,100253
1170823904169950,7344-6803-4618-6461,Platinum,100253
4252951930946190,3519-74-2516-9348,Miles,100254
5029763287276960,6381-8783-1030-9722,Premier,100256
3545569638165150,1788-7969-327-4256,Platinum,100256
6142481846938370,707-7069-6413-9075,Lux,100257
528952138807879,6908-5058-7783-3997,Platinum,100258
6828958338527180,62-5580-1731-3125,Basic+,100260
9135332358316040,1853-9917-3580-5501,Basic,100263
7655063655895170,378-3000-8250-7326,Lux,100270
4901057804520490,640-7911-6888-4050,Miles,100274
2656268221640440,2949-714-1291-6233,Premier,100275
351511970435309,6824-716-1-6324,Gold Card,100275
5432125592732730,6497-9116-7452-4799,Platinum,100275
1273584023726640,4660-9450-8243-6865,Basic+,100276
3522074474785120,4611-1925-6309-9830,Basic,100279
3608589386595670,4610-1579-7125-7254,Lux,100280
6989068752993600,9111-8721-1122-3728,Super-Lux,100281
9838512548170160,4478-875-7101-9524,Miles,100282
5483123656511430,2079-9255-1028-1096,Basic,100286
6835130550909760,7422-3568-3860-8883,Premier,100289
8450315499680540,7862-785-2306-2945,Premier,100292
3008861628057850,8231-7529-264-7775,Lux,100292
4734970877491460,8174-6528-3016-5047,Platinum,100294
3917995004327430,6085-560-9439-6010,Premier,100294
9426613593690340,4266-8390-5070-1874,Lux,100295
6682996224631110,4422-2320-1841-7152,Miles,100295
1088684876408900,5333-186-8641-309,Basic+,100296
5098809516695780,2025-237-9074-4223,Platinum,100297
9079020661069390,9386-338-409-1426,Basic+,100299
1972542715159590,1029-1204-2644-5348,Lux,100299
4846438158161370,5966-9273-3303-4866,Basic+,100301
6621573581239930,9194-3590-7527-3531,Gold Card,100302
6162881397233220,5900-2444-3144-2299,Premier,100302
3572131549172780,4846-2484-7844-8192,Miles,100304
6913162690325340,8754-5624-7460-286,Miles,100305
819759185129833,653-1660-4677-9797,Platinum,100306
4192948515021440,5913-1746-3679-3816,Miles,100306
90003035562344,6589-4808-5804-879,Premier,100307
7356911521716900,6953-9674-8977-8347,Miles,100311
5057119263353690,5755-4993-3372-779,Lux,100311
5744892808199100,5366-935-3234-263,Basic,100313
5583055025873940,3927-6509-3174-2503,Platinum,100315
4997364493711940,645-7050-4053-2534,Basic+,100317
4215794237818420,9960-2534-6939-3883,Basic+,100318
1894581662768140,2276-613-5622-3620,Basic+,100319
7540529695277170,6263-4798-4742-6336,Gold Card,100320
6747398526385260,3212-4792-91-5354,Lux,100322
1543297139224720,2555-7925-6497-2731,Miles,100324
7733142194157310,3227-9667-3069-4911,Basic,100326
6391750637104860,5412-8525-4357-6854,Miles,100328
2772653533659030,6817-6271-8480-7787,Miles,100331
7019835587868260,7258-4615-7519-7556,Miles,100332
1187385742749020,841-9354-460-6671,Basic+,100334
197166019790001,1634-1382-4620-7352,Basic,100335
7496400249148860,3419-7390-7374-1072,Gold Card,100339
7276503277870200,9813-1831-2447-1763,Basic,100340
1205556761327890,3065-1663-6837-9870,Premier,100341
8686377806673870,4569-5797-3812-236,Platinum,100341
4287300540522560,15-3752-5512-296,Miles,100343
6917817533493320,989-9816-3595-4772,Basic,100345
6500583601250720,600-3428-7589-8523,Lux,100349
796159581988904,9243-427-5710-2531,Miles,100349
5780931375823330,9232-6100-6756-302,Lux,100351
8566949916724570,8023-8096-691-3300,Basic+,100352
1449337913454900,3305-8171-8624-4139,Gold Card,100353
824628621148245,5681-6076-5068-6369,Platinum,100353
2804135152449980,4298-8954-3842-1233,Platinum,100355
3388814759740610,4917-6417-8197-549,Premier,100355
7888607610630030,1690-2313-475-2837,Basic+,100357
1971633027762710,3514-7949-8950-8824,Miles,100358
6643338845061130,151-1225-5515-2841,Miles,100359
8051178313747620,926-4644-9277-5723,Lux,100359
1346134108196880,6462-7732-4640-1706,Miles,100360
4878037515307880,8342-902-593-4431,Basic,100362
9180582237237390,9783-9914-9173-9315,Basic,100363
9122603148154850,9810-5586-7463-4451,Lux,100364
737287858518223,6144-9858-1066-2624,Basic,100364
4692298551597060,6275-8940-4278-6586,Basic+,100365
8075144526283980,9705-1393-1867-9674,Basic+,100366
5986099634964870,581-2488-3106-177,Basic,100367
1726429855484370,1960-2893-7413-293,Gold Card,100369
5083224473650710,264-4430-7426-9482,Platinum,100370
7364872320328110,3587-5701-7492-3950,Gold Card,100370
2134642837432570,2138-312-9019-8859,Miles,100373
8384791907391650,8220-2414-4204-4454,Gold Card,100374
4493409582874320,9088-8044-6614-7129,Miles,100375
4169248923889870,2894-7978-6473-1500,Premier,100376
7861580284150720,847-4373-5685-4429,Gold Card,100377
7474368467069370,1495-7736-6443-6605,Platinum,100377
8384913639121830,2348-8963-9905-1249,Super-Lux,100378
1373008245855170,811-538-7824-1282,Basic,100379
5474127108607230,7978-3362-4033-7112,Premier,100382
6890562444123980,872-5139-5351-7615,Basic,100384
8713501036712030,4910-876-3139-1644,Miles,100385
7070656596762470,3009-2590-9550-3348,Miles,100387
6410239882344270,9621-7267-3362-1424,Platinum,100387
37473858712165,4388-8840-7401-4215,Basic+,100390
5729726705692280,1229-3640-8455-3723,Basic+,100391
3044223764705990,4534-6214-2447-4287,Basic,100391
4676367176005590,9763-4004-735-7132,Miles,100392
8225825208074570,7335-2406-3473-3310,Basic+,100392
7020658101877900,9320-6778-3026-7397,Lux,100393
18654546352496,5187-4805-9624-4208,Miles,100394
576242734552028,7786-957-990-5179,Lux,100394
1396690410199820,1199-5184-251-1787,Basic,100395
7893259427803080,9518-5790-5090-3127,Basic+,100396
3545651030360220,3136-5181-6396-9969,Miles,100396
5528887399975980,6344-1540-7503-8484,Lux,100397
4431652092486420,8838-5245-5986-6877,Basic,100398
1929648954254670,767-5350-9263-7745,Lux,100399
1666520678860920,4014-7918-2125-2581,Basic+,100399
1493233028515160,5281-7088-3035-952,Miles,100401
4639919269571720,9397-705-9543-73,Miles,100402
1822191929959910,4585-9902-1612-6634,Super-Lux,100404
1470121081071910,9704-6350-2803-3134,Basic,100405
8020390826722350,8298-2499-7747-8437,Lux,100406
8066507316898900,1003-6742-8111-3691,Lux,100407
5394006784494340,3906-237-32-1638,Platinum,100412
5721962153714270,6704-9239-4190-3185,Basic+,100413
8654517669869940,3425-3492-5417-3356,Premier,100414
2621911728207730,5178-1179-5581-1310,Miles,100414
6214549122921340,6550-2672-6769-5521,Basic,100418
8550136204487450,7573-6453-8353-3688,Lux,100420
1062704866512030,655-6300-4700-9172,Basic+,100420
540274779487376,8495-2507-5667-702,Basic+,100424
655551343212741,7393-2635-9419-1223,Basic+,100425
9898675881345920,8818-5217-7174-1196,Lux,100430
6980320801085740,2871-9320-6899-8311,Basic+,100431
3148255002864090,9959-1007-251-8339,Miles,100433
8019404985232670,3914-9587-181-4942,Lux,100434
2248307799071860,728-6036-6624-2887,Gold Card,100435
6062745817905990,3811-3233-643-7534,Gold Card,100437
129215345829870,1184-2291-8178-8046,Basic,100438
4391829627304970,9847-3884-3530-6963,Premier,100439
7339777981229510,9713-353-1863-6399,Basic+,100440
4339822541743200,3614-9374-3039-49,Basic+,100444
4116583499980200,3027-7421-3009-7105,Premier,100447
3032049604581260,5172-4016-2179-8113,Miles,100447
8972848093389020,5638-6467-8612-9940,Platinum,100447
7074343563304900,4045-9924-243-9177,Basic+,100448
1136136866035200,186-6555-3876-7864,Miles,100449
977206776130663,1990-8435-9847-656,Basic+,100449
7517050906196010,4334-3683-4177-3516,Lux,100450
4543800244806230,1876-3712-5546-2822,Platinum,100452
6207241510209590,9309-9719-5147-4464,Basic,100453
1010952656158140,4387-2518-3377-2550,Basic,100457
1273410216868890,3378-5637-3952-7114,Lux,100457
3788901640364390,4699-7973-1118-9180,Basic+,100458
9526538040016210,3731-1109-3693-4343,Lux,100459
7101625363044670,7116-4069-9966-8748,Gold Card,100460
1145823621352080,5704-3173-3390-8654,Basic,100462
2732994112452510,4047-7290-9184-6459,Lux,100462
3676420997355360,2087-8305-4819-5004,Lux,100464
2668708709340930,3661-1261-4377-6804,Lux,100468
7601464046437680,2633-9522-7818-5565,Basic+,100468
6096216654739430,8927-9416-6588-8308,Miles,100469
507327601342315,4482-7447-4723-2606,Basic+,100470
3416567833398780,947-1947-7427-3153,Basic,100471
7089255966277280,3257-5784-1547-8253,Basic,100472
2582468763418870,5267-7880-5781-1227,Miles,100473
2387881596690980,3820-9574-4863-6440,Basic,100475
8262167072958590,9253-2284-724-805,Platinum,100476
7526572254082000,9214-5369-7329-8165,Lux,100476
290349605105005,3191-9782-5008-9540,Platinum,100477
1333325384645250,8990-2654-6455-8463,Lux,100478
4597722687223950,3160-7940-3448-5967,Basic,100479
8572703091165100,2758-3664-6961-4778,Basic,100481
6577022588804250,5739-5002-6646-5408,Lux,100482
329041266150950,732-9913-9927-377,Miles,100482
4982915291309920,776-6015-1461-7451,Platinum,100483
660409908826935,7520-3367-11-5784,Premier,100484
1758508335318000,1013-2989-1995-3620,Miles,100486
6664897736821690,9355-3613-8546-9015,Basic+,100486
9899825870082500,4940-6664-3693-5013,Basic,100488
2771004308271050,8360-3400-6851-3365,Basic,100489
1098719439536630,5454-4200-8600-6372,Lux,100492
4346467569848890,9767-6087-3081-7210,Miles,100493
4374895907893360,7618-2930-5890-6118,Basic,100496
7756315241622670,8240-5727-5047-4229,Gold Card,100498
5580097224439580,1832-7093-8684-1835,Lux,100500
17967477299617,1140-7073-2324-9306,Basic,100501
4535705830916780,731-4778-8139-9366,Lux,100501
5780327113724060,4839-9995-9938-4245,Gold Card,100503
9062412266621750,5698-6541-914-296,Miles,100503
4496100415112130,7866-8539-5285-7491,Basic,100504
1918010998002570,9726-4450-6790-4880,Basic,100507
1226013505546720,4147-1045-3753-424,Basic+,100508
1658748526307280,750-5584-335-9685,Basic,100510
7104894366318080,9854-129-878-7994,Basic+,100511
5733832190377860,8745-8738-5364-8393,Lux,100511
7046940869809220,4606-7879-7274-9528,Basic,100512
2968421545190920,5313-6322-5406-1796,Miles,100513
6252183372123440,9366-7587-3112-5980,Lux,100513
9823033771785250,7586-9706-221-5465,Basic+,100515
6043839338719110,5313-8333-5379-5927,Platinum,100516
3254632656666270,4553-2944-5123-9704,Basic+,100517
8477631941823580,300-1433-2990-8694,Basic,100519
2032224810938490,1925-3309-7475-8161,Miles,100522
9021255620153040,5631-167-2966-6454,Basic+,100522
6461845920113180,1797-7241-2768-5190,Premier,100523
6341682421694820,3343-5819-1062-9488,Gold Card,100523
2215636614690600,9746-5394-2392-9973,Lux,100524
1289389053195880,7012-4846-5027-9706,Miles,100525
3957276628798390,1905-7829-7037-9836,Miles,100526
1518950646438360,3470-6477-2850-6913,Basic+,100526
5244389848555290,1397-9903-1519-5376,Miles,100527
5701287819352580,765-455-5526-482,Miles,100529
6271543903090430,4414-2605-7484-6027,Lux,100529
2408439268265550,2010-7507-6399-1351,Basic,100530
5670954118572930,7799-813-4220-1170,Basic,100537
598331467097764,3820-2386-896-1833,Lux,100538
5998435415642020,7322-2388-7637-7831,Basic+,100539
6038677381108550,5434-2916-4778-9376,Basic+,100540
5583380419712240,7097-5073-955-9575,Basic+,100541
4010944363993500,1140-5546-7935-625,Miles,100544
152586998482677,9433-688-9753-386,Platinum,100545
6256739236575190,265-7996-1497-2448,Premier,100546
7102097824066520,1961-2489-4836-3460,Miles,100546
2548326320734990,2976-2287-9263-1934,Basic,100547
666560514111241,4145-6269-9599-790,Miles,100548
6757103318571520,1208-3296-2863-3704,Basic+,100548
709111793416863,6317-2036-2753-6082,Miles,100550
2074649535163320,2525-8064-792-6199,Basic,100551
1160377795311810,6307-8832-9988-3669,Basic,100552
3996534823860440,8100-6144-976-2351,Miles,100553
8886076682942290,3103-296-5938-8283,Basic,100555
6876635799619580,1035-5593-5749-9690,Lux,100555
2803138385015900,2731-3689-1690-1519,Basic+,100556
7797176630947790,8171-3235-9598-6316,Premier,100557
2234156805573420,2472-3175-4291-2082,Basic,100558
1575188213917310,6370-475-1181-1475,Basic+,100559
8587313392510200,2705-8771-4581-3189,Lux,100559
1250431518283380,9015-6047-9798-7314,Lux,100560
9644938343807460,475-213-8805-5615,Premier,100563
9607680426616660,9565-3160-3965-834,Platinum,100563
5001028371379340,2551-1604-7137-5979,Miles,100563
117115865852877,7264-2051-1329-5525,Lux,100564
2753399042364410,5513-2599-7924-8339,Lux,100565
1876389792710760,4781-3328-4872-5003,Basic,100566
3225473074088980,9191-2229-4106-8574,Basic,100572
804489515056612,4397-9475-1515-9832,Basic,100576
3575186280638970,8349-4947-516-3756,Basic+,100577
1477812496266520,4462-1903-2735-2768,Basic+,100578
2231986356799760,4553-9559-9526-88,Platinum,100580
4470965906776780,4318-9818-96-6973,Gold Card,100580
1450013748740820,9519-8446-7182-5094,Basic+,100583
924145683567502,3826-1248-2518-1600,Basic+,100586
2213037480109200,3345-9630-3509-5619,Miles,100587
6304252478219020,3633-6236-8577-6692,Lux,100588
5914818410491710,6453-3123-9504-7224,Basic+,100589
7623885476394030,8971-9833-9583-9653,Miles,100592
985048620291534,6314-5231-9664-6656,Basic,100593
2186325110454030,628-3460-4861-9620,Gold Card,100594
6243298276520060,5484-6787-7432-1334,Premier,100594
9425514622985850,1395-8439-2496-7543,Platinum,100595
2523159880731330,9057-6523-7711-1523,Miles,100595
814742753692178,9141-6493-3568-1729,Miles,100596
3642700966984320,1484-254-1860-7264,Lux,100596
4548456788508680,2402-6077-8976-1564,Lux,100597
9306609883475990,446-8964-5096-6858,Basic,100597
2883412480594620,631-5864-7138-5898,Lux,100599
4323426793263040,4719-5917-1640-9223,Miles,100602
747798000676215,3287-4298-9735-9359,Basic+,100605
7813361055026710,2445-685-9757-4883,Lux,100608
5419055274459320,3557-3748-2666-9864,Premier,100608
5884686704390490,4420-2966-4349-6193,Miles,100611
8256550524751640,2272-4076-8527-7426,Lux,100612
5031837679859640,3982-3575-2542-4,Lux,100613
1125918264237950,7961-3451-1531-7661,Basic+,100614
5480520403378620,6954-3261-1419-7047,Basic,100615
1842963606959390,4960-7782-5337-7477,Miles,100616
3886312369632910,5959-4647-5873-1292,Miles,100617
5906457921701270,1185-9743-7718-9212,Premier,100618
882662953368087,8266-7536-9374-4650,Miles,100618
5594921594784810,9507-7608-351-7588,Basic+,100621
5427355572516860,3127-40-4884-4178,Lux,100621
4180405462112950,7344-4834-1853-3088,Basic+,100622
8655236944227470,4017-4691-6145-583,Basic,100623
4288194410104710,3103-3368-9083-6212,Lux,100623
9141313458669000,1870-9452-7439-7959,Basic+,100625
6948083829176210,7753-1300-9052-2243,Basic,100628
4783812304187570,4057-5160-9295-2859,Lux,100629
691153104666179,5867-6157-7808-6130,Basic+,100630
3317493571124630,3303-6063-6551-5968,Basic,100631
5535282337378090,3715-8746-113-7296,Miles,100634
1559930436834190,8404-8025-907-2636,Miles,100635
5038861934246270,5419-9534-2634-9571,Lux,100635
8952234053251110,8669-7772-7934-9350,Basic+,100637
6574406564570690,1943-8670-8449-3577,Basic+,100638
2739677174566590,5085-7162-4512-2672,Basic,100640
3231673230515160,4178-7448-727-2263,Lux,100643
922811025808975,4270-5607-9075-2007,Gold Card,100643
6965966418182600,6440-5621-2789-1652,Platinum,100643
3522613252034960,3054-414-1290-6646,Miles,100645
2337518445273530,5633-6632-2433-9368,Miles,100648
269557640148992,217-7948-9810-6407,Basic+,100649
6778865059993650,4766-3603-7224-9615,Lux,100652
9492203048002150,5460-3340-2909-41,Miles,100653
7946559463614650,1393-4663-1517-6330,Basic,100654
4151262030488310,8432-2382-9145-9883,Miles,100656
5316177599943630,6870-8070-7328-5343,Platinum,100656
5390426699234490,6410-5366-117-5361,Basic,100657
526023163130712,8459-9796-9526-3750,Miles,100659
9491419058827940,6432-7982-1919-3633,Miles,100660
3753128603928250,9476-4171-9200-7654,Basic+,100662
5728550909909990,6537-43-8905-2440,Basic,100663
8505509572323130,3196-3720-938-5235,Miles,100666
552309541552794,7813-4811-9752-185,Basic,100667
6995107657569820,6929-9258-6827-7909,Miles,100669
311284466984220,9525-2768-1258-2428,Platinum,100670
1754574767098520,2429-6047-1103-9210,Platinum,100673
9655485138274640,9271-3444-6368-4804,Premier,100673
4814607041694470,421-4044-3873-3961,Miles,100674
1578973296810480,6802-5778-2667-3795,Basic,100675
6123485535543990,2328-5982-2723-4739,Basic,100677
1105838693398230,2590-3785-1108-2053,Basic+,100678
6689138629569920,6784-9653-3962-3542,Miles,100682
5124721723142610,770-4317-1074-1435,Basic+,100682
1796449601810250,1005-6740-4870-2716,Lux,100684
1010033527667000,6818-748-7976-8406,Lux,100685
5552923464097520,3660-4062-8840-8380,Basic+,100688
2485255103981420,6584-7513-8119-5995,Gold Card,100690
6925214268840910,8239-583-3631-6377,Platinum,100690
7687541133870490,2623-6707-3816-6854,Miles,100693
7220177910817680,9870-5629-2149-5193,Lux,100694
45020246281259,2340-5511-1828-7813,Basic,100695
5401952033563380,2351-1560-9237-2434,Basic+,100695
5252706837626550,9964-2205-365-5694,Basic,100698
3341636509307190,7339-1302-2888-2944,Platinum,100699
4335023104552630,8087-8977-1479-2530,Miles,100700
4751659169896380,6101-6875-5226-2382,Miles,100701
1557060585443300,9648-2138-6419-8334,Lux,100704
3816129431315740,7906-163-5454-6199,Basic,100705
5665514026145810,6668-8109-4419-4552,Basic,100707
2184905067474130,9697-7221-853-2894,Basic+,100707
322430928243819,989-3520-1658-8886,Basic+,100709
6896111311166190,9416-5241-7282-498,Gold Card,100710
2478435281133620,4426-4764-2718-8562,Gold Card,100711
531491576348706,5171-2544-7793-9458,Lux,100711
